NACA 63221
1 0
0.999013 0.000119533 
0.996057 0.000486598 
0.991142 0.00110985 
0.984289 0.00200903 
0.975523 0.00321627 
0.964881 0.00477726 
0.952404 0.00674388 
0.938141 0.00916307 
0.922149 0.0120694 
0.90449 0.015484 
0.885234 0.0194164 
0.864458 0.023866 
0.842243 0.028822 
0.818676 0.0342607 
0.793852 0.040141 
0.767868 0.0464015 
0.740826 0.0529602 
0.712833 0.0597189 
0.684 0.0665692 
0.654441 0.0733982 
0.624271 0.0800895 
0.593611 0.0865239 
0.562581 0.0925817 
0.531303 0.0981462 
0.499902 0.103104 
0.468501 0.107344 
0.437223 0.110755 
0.406193 0.113239 
0.375533 0.114725 
0.345363 0.115182 
0.315804 0.114626 
0.286971 0.113104 
0.258978 0.110686 
0.231936 0.107449 
0.205952 0.103469 
0.181128 0.0988235 
0.157561 0.0935905 
0.135346 0.0878499 
0.114555 0.0816706 
0.0954263 0.0751687 
0.0777405 0.0682921 
0.0616663 0.0611168 
0.0473052 0.0537255 
0.0347713 0.0462365 
0.0241559 0.0387693 
0.015478 0.0313847 
0.00864641 0.0239844 
0.00390828 0.0168545 
0.000172635 0.00570449 
0 0 
0.000378308 -0.00306245 
0.00328177 -0.0107402 
0.00862696 -0.0184451 
0.0156296 -0.0254266 
0.0243482 -0.0321304 
0.0348335 -0.0386825 
0.0472628 -0.0451792 
0.0616252 -0.0515536 
0.0776766 -0.0576563 
0.0955079 -0.0634986 
0.114582 -0.0689105 
0.135346 -0.0740166 
0.157561 -0.0787211 
0.181128 -0.0829608 
0.205952 -0.0866639 
0.231936 -0.0897536 
0.258978 -0.0921617 
0.286971 -0.09383 
0.315804 -0.0946949 
0.345363 -0.0946829 
0.375533 -0.0937336 
0.406193 -0.0918324 
0.437223 -0.0890221 
0.468501 -0.0853889 
0.499902 -0.0810396 
0.531303 -0.0760878 
0.562581 -0.07065 
0.593611 -0.064845 
0.624271 -0.0587919 
0.654441 -0.0526082 
0.684 -0.0464096 
0.712833 -0.0403104 
0.740826 -0.0344198 
0.767868 -0.028838 
0.793852 -0.0236528 
0.818676 -0.0189346 
0.842243 -0.0147272 
0.864458 -0.011044 
0.885234 -0.00788189 
0.90449 -0.00524214 
0.922149 -0.00313754 
0.938141 -0.00159741 
0.952404 -0.000707487 
0.964881 -0.000259922 
0.975523 -7.32107e-05 
0.984289 -1.35388e-05 
0.991142 -1.15734e-06 
0.996057 -1.42315e-07 
0.999013 -3.67467e-07 
1 0 
