FFA_W3_211
1 	0
0.999013 0.000536734 
0.996057 0.00208502 
0.991142 0.00433095 
0.984289 0.00680588 
0.975525 0.00886031 
0.964883 0.011046 
0.952407 0.0135461 
0.938145 0.0164156 
0.922153 0.0196708 
0.904495 0.0233118 
0.885241 0.0273318 
0.864466 0.0317204 
0.842252 0.0364653 
0.818687 0.0415509 
0.793864 0.0469557 
0.767882 0.0526492 
0.740841 0.0585909 
0.71285 0.0647291 
0.684019 0.0710005 
0.654461 0.0773299 
0.624293 0.0836328 
0.593635 0.0898199 
0.562607 0.095801 
0.531331 0.101487 
0.499931 0.106788 
0.468532 0.111613 
0.437256 0.115863 
0.406228 0.119439 
0.375569 0.122242 
0.345402 0.124181 
0.315844 0.125172 
0.287012 0.125146 
0.259021 0.124061 
0.231981 0.121906 
0.205998 0.1187 
0.181176 0.114485 
0.157611 0.10932 
0.135397 0.103283 
0.114695 0.0964968 
0.0954645 0.0890382 
0.0777637 0.0810039 
0.0617068 0.0725034 
0.0473943 0.0636488 
0.0348896 0.0545437 
0.0242633 0.0453089 
0.0154931 0.0359887 
0.00867805 0.0267608 
0.00377367 0.0176039 
0.000821544 0.00842434 
0 0 
0.00112759 -0.00806654 
0.00402435 -0.0151536 
0.00881481 -0.0225091 
0.0155859 -0.0301841 
0.0242661 -0.0380721 
0.034853 -0.0461604 
0.047289 -0.0543581 
0.0615713 -0.0625785 
0.0776218 -0.0706697 
0.0953435 -0.0784822 
0.114653 -0.0858859 
0.135397 -0.0927181 
0.157611 -0.0988799 
0.181176 -0.104234 
0.205998 -0.10867 
0.231981 -0.112094 
0.259021 -0.114425 
0.287012 -0.115592 
0.315844 -0.115532 
0.345402 -0.114182 
0.375569 -0.111486 
0.406228 -0.107404 
0.437256 -0.101932 
0.468532 -0.0951261 
0.499931 -0.0871148 
0.531331 -0.0781047 
0.562607 -0.0683717 
0.593635 -0.0582438 
0.624293 -0.0480765 
0.654461 -0.0382241 
0.684019 -0.0290123 
0.71285 -0.0207148 
0.740841 -0.0135343 
0.767882 -0.00758548 
0.793864 -0.00288902 
0.818687 0.000615852 
0.842252 0.00304289 
0.864466 0.00452354 
0.885241 0.00518126 
0.904495 0.0051325 
0.922153 0.00451174 
0.938145 0.00349204 
0.952407 0.00228401 
0.964883 0.00114566 
0.975525 0.000495353 
0.984289 0.000169522 
0.991142 3.58689e-05 
0.996057 -7.22041e-07 
0.999013 9.86152e-07 
1 0 
