 R, U, AoA, Re
    2.5714000000000001E+00    9.2403232901346417E+00    2.4235140189885342E+01    1.2907508966895500E+06
    4.7142999999999997E+00    1.1177291008717386E+01    2.5624511287332215E+01    1.5835584932137597E+06
    6.8571000000000000E+00    1.3913397763860617E+01    1.3388578204723279E+01    2.2279813366998304E+06
    9.0000000000000000E+00    1.6863113305803257E+01    1.3552643686245055E+01    3.1662115168222454E+06
    1.1142899999999999E+01    2.0296081121018904E+01    8.3983062545419944E+00    4.3693092263997244E+06
    1.3285700000000000E+01    2.3845244037435222E+01    4.7558427927018174E+00    5.7028326451568874E+06
    1.5428599999999999E+01    2.7465860186777480E+01    2.0649180540113834E+00    6.3557505548137296E+06
    1.7571400000000001E+01    3.1262019273398913E+01    6.9556876125948952E-01    6.8270939749020906E+06
    1.9714300000000001E+01    3.4949880819562189E+01   -7.5540907546318481E-02    7.1816583650518740E+06
    2.1857099999999999E+01    3.8662222950862052E+01    6.2136306496385452E-01    7.4458014201932261E+06
    2.4000000000000000E+01    4.2392915656292708E+01    1.2764489218792028E+00    7.6145658209133632E+06
    2.6142900000000001E+01    4.6039625697872026E+01    1.1675261038984259E+00    7.6733192024770519E+06
    2.8285699999999999E+01    4.9803337871196334E+01    1.7098098621817053E+00    7.6584215135540329E+06
    3.0428599999999999E+01    5.3574437684091301E+01    2.0926661696801716E+00    7.5475025373073732E+06
    3.2571399999999997E+01    5.7412119159457617E+01    2.6406539760345633E+00    7.3439735987075306E+06
    3.4714300000000001E+01    6.1191757028558882E+01    2.8496438721616486E+00    7.0384119064963032E+06
    3.6857100000000003E+01    6.4975336086907774E+01    2.9448574673090633E+00    6.6357791807670509E+06
    3.9000000000000000E+01    6.8762529735003127E+01    2.9856943255351975E+00    6.1311775279181423E+06
    4.1142899999999997E+01    7.2628519635863725E+01    3.6658983915953955E+00    5.5364253690537084E+06
    4.3285699999999999E+01    7.6415888218537461E+01    3.5303968541526212E+00    4.8403092217316683E+06
    4.5428600000000003E+01    8.0206023279991726E+01    3.3439946669112430E+00    4.0412134864845891E+06
    4.5930000000000000E+01    8.1093181456300826E+01    2.7410121507530758E+00    2.9351867088160506E+06
    4.6500000000000000E+01    8.2101861424372132E+01    1.2232919194000107E+00    5.6282123421726474E+03
