 R, U, AoA, Re
    2.5714000000000001E+00    9.5982159260177102E+00    1.9368969433201105E+01    1.3405540011983251E+06
    4.7142999999999997E+00    1.1762532056421632E+01    2.2366694070721518E+01    1.6662374823737377E+06
    6.8571000000000000E+00    1.4618166888312588E+01    1.1297998808428440E+01    2.3405061745549850E+06
    9.0000000000000000E+00    1.7833905218952047E+01    1.3303914839286502E+01    3.3462736852043676E+06
    1.1142899999999999E+01    2.1269737738524068E+01    8.4254961494105540E+00    4.5758898811843973E+06
    1.3285700000000000E+01    2.4816394392979085E+01    4.9219132900766569E+00    5.9311700529954331E+06
    1.5428599999999999E+01    2.8432701117956778E+01    2.3015748307587893E+00    6.5751338274602583E+06
    1.7571400000000001E+01    3.2254102512129066E+01    1.1283493841202497E+00    7.0414335060514053E+06
    1.9714300000000001E+01    3.5934453182010024E+01    3.5941197329385549E-01    7.3815463179292101E+06
    2.1857099999999999E+01    3.9542812233540118E+01   -1.6634593474602295E-02    7.6122690501674311E+06
    2.4000000000000000E+01    4.3281617006385844E+01    7.1656231391668668E-01    7.7710067188082552E+06
    2.6142900000000001E+01    4.7032639392430035E+01    1.4759521482755309E+00    7.8380817617734103E+06
    2.8285699999999999E+01    5.0820616464312629E+01    1.9497687383118905E+00    7.8125486158738891E+06
    3.0428599999999999E+01    5.4589293377659345E+01    2.3279501929789701E+00    7.6882077051540865E+06
    3.2571399999999997E+01    5.8363796104237402E+01    2.6423704474207810E+00    7.4634488971353527E+06
    3.4714300000000001E+01    6.2143383263582798E+01    2.8589130490008086E+00    7.1457061382686598E+06
    3.6857100000000003E+01    6.6003173597142791E+01    3.4522564389313470E+00    6.7487719277153490E+06
    3.9000000000000000E+01    6.9786251148288301E+01    3.4713517237399198E+00    6.2298624393881699E+06
    4.1142899999999997E+01    7.3563770762013746E+01    3.1900076193840361E+00    5.6157485016194275E+06
    4.3285699999999999E+01    7.7354690318748311E+01    3.0820633355658327E+00    4.9067903592508417E+06
    4.5428600000000003E+01    8.1226251242636636E+01    3.5759937287047809E+00    4.0963594473001366E+06
    4.5930000000000000E+01    8.2113004741936422E+01    2.9713745769572020E+00    2.9748164604822607E+06
    4.6500000000000000E+01    8.3121233395454340E+01    1.4518128581673260E+00    5.7033009352777717E+03
