 R, U, AoA, Re
    2.5714000000000001E+00    1.0079678361402705E+01    1.4472973530702172E+01    1.4075848595019884E+06
    4.7142999999999997E+00    1.2458601739739816E+01    1.9179657678821442E+01    1.7645724648148383E+06
    6.8571000000000000E+00    1.5425157551330985E+01    9.2552848303613864E+00    2.4693383383764480E+06
    9.0000000000000000E+00    1.8701973719681259E+01    1.2662176313540368E+01    3.5095681035455428E+06
    1.1142899999999999E+01    2.2205279631662705E+01    7.8381773857721218E+00    4.7776992171975095E+06
    1.3285700000000000E+01    2.5763494510677717E+01    4.5436484643501229E+00    6.1582255560810789E+06
    1.5428599999999999E+01    2.9422096855630429E+01    1.7662514745297122E+00    6.8043383648161739E+06
    1.7571400000000001E+01    3.3092922873698278E+01   -1.3931536841758813E-01    7.2243117867158586E+06
    1.9714300000000001E+01    3.6869768358272729E+01   -4.1928314676816808E-01    7.5766309185047485E+06
    2.1857099999999999E+01    4.0586559666648689E+01    3.7387704920830189E-01    7.8168818634382803E+06
    2.4000000000000000E+01    4.4320164875357150E+01    1.0988159701780764E+00    7.9612251385673732E+06
    2.6142900000000001E+01    4.8066533365364343E+01    1.8474218451097333E+00    8.0141593032374829E+06
    2.8285699999999999E+01    5.1782120176061028E+01    1.3063940996223529E+00    7.9681724552429607E+06
    3.0428599999999999E+01    5.5689163958845263E+01    2.3114769687180345E+00    7.8494301934530986E+06
    3.2571399999999997E+01    5.9463768624382148E+01    2.6373122055721083E+00    7.6102383745906698E+06
    3.4714300000000001E+01    6.3243360182408033E+01    2.8627223312545449E+00    7.2780493024233598E+06
    3.6857100000000003E+01    6.7026772123881855E+01    2.9707196978853503E+00    6.8487292421720894E+06
    3.9000000000000000E+01    7.0813716916870504E+01    3.0215625339104020E+00    6.3172452433520611E+06
    4.1142899999999997E+01    7.4585206420024477E+01    3.5801186199503006E+00    5.6914931977277063E+06
    4.3285699999999999E+01    7.8409830561124508E+01    3.5129458891448517E+00    4.9716814183652028E+06
    4.5428600000000003E+01    8.2200064690197649E+01    3.3350478500352025E+00    4.1459141361783757E+06
    4.5930000000000000E+01    8.3087236705602891E+01    2.7338404060999677E+00    3.0104335342094447E+06
    4.6500000000000000E+01    8.4095928647731654E+01    1.2180490786783995E+00    5.7707967126786089E+03
