 R, U, AoA, Re
    2.5714000000000001E+00    9.7047746686805727E+00    1.8106558725083381E+01    1.3554067311383323E+06
    4.7142999999999997E+00    1.1925970337621880E+01    2.1530741711894688E+01    1.6893521509455766E+06
    6.8571000000000000E+00    1.4811381850238094E+01    1.0757873409183237E+01    2.3713892050828021E+06
    9.0000000000000000E+00    1.8324048410261796E+01    1.2941545655887364E+01    3.4378660556929023E+06
    1.1142899999999999E+01    2.1767720857011390E+01    8.2311933012697125E+00    4.6825120822203727E+06
    1.3285700000000000E+01    2.5317869943411466E+01    4.8240212297421081E+00    6.0503622183850510E+06
    1.5428599999999999E+01    2.8935600110016654E+01    2.2614047615882051E+00    6.6906989361992627E+06
    1.7571400000000001E+01    3.2899029702372786E+01    9.8264781998371176E-01    7.1816178808824103E+06
    1.9714300000000001E+01    3.6581517818515607E+01    2.5821871080468406E-01    7.5138256442465745E+06
    2.1857099999999999E+01    3.9990461288431085E+01    6.6132041239318526E-02    7.6978511692323899E+06
    2.4000000000000000E+01    4.3728140551045001E+01    8.0298706997920088E-01    7.8505726375718554E+06
    2.6142900000000001E+01    4.7619167888241968E+01    1.6120152322463244E+00    7.9443277658349704E+06
    2.8285699999999999E+01    5.1377998415473094E+01    2.1445884567138194E+00    7.9082769030723404E+06
    3.0428599999999999E+01    5.5144677030510110E+01    2.5159550778939153E+00    7.7763019365419997E+06
    3.2571399999999997E+01    5.8917380739618224E+01    2.8236096158642394E+00    7.5438204928570902E+06
    3.4714300000000001E+01    6.2832616060297546E+01    3.5378670044891507E+00    7.2336640691511687E+06
    3.6857100000000003E+01    6.6610214050226801E+01    3.6048824658018028E+00    6.8088796606680369E+06
    3.9000000000000000E+01    7.0391989299290273E+01    3.6193507946506203E+00    6.2821271542888796E+06
    4.1142899999999997E+01    7.4177153661934184E+01    3.5956169259668518E+00    5.6625895521241520E+06
    4.3285699999999999E+01    7.7890072823216684E+01    3.7484002047163645E+00    4.9372914675700013E+06
    4.5428600000000003E+01    8.1678547384491850E+01    3.5576096782343156E+00    4.1184142647737642E+06
    4.5930000000000000E+01    8.2565333066939061E+01    2.9535803217753069E+00    2.9906551975312685E+06
    4.6500000000000000E+01    8.3573596653033817E+01    1.4346639073761616E+00    5.7332882576093980E+03
