 R, U, AoA, Re
    2.5714000000000001E+00    1.0068854588226644E+01    1.5021186833311010E+01    1.4070904557037356E+06
    4.7142999999999997E+00    1.2422632025700473E+01    1.9594532473514299E+01    1.7607506268340931E+06
    6.8571000000000000E+00    1.5374123015455030E+01    9.5621825472050421E+00    2.4629487676542951E+06
    9.0000000000000000E+00    1.8080137125892985E+01    1.1052958760300600E+01    3.3940995705916439E+06
    1.1142899999999999E+01    2.1572534677715396E+01    6.5984221237018517E+00    4.6432542000432657E+06
    1.3285700000000000E+01    2.5158598386011370E+01    3.3988958539028395E+00    6.0158360322224805E+06
    1.5428599999999999E+01    2.8803636242094512E+01    1.0030402561186207E+00    6.6641022090990059E+06
    1.7571400000000001E+01    3.2619117482070585E+01    5.7025279168229838E-02    7.1214295233364003E+06
    1.9714300000000001E+01    3.6316536270724527E+01   -5.8569027505920923E-01    7.4603565214691637E+06
    2.1857099999999999E+01    4.0035824989023375E+01    2.0538788984715906E-01    7.7081388626643894E+06
    2.4000000000000000E+01    4.3771711847191710E+01    9.3141758208428482E-01    7.8599812298676791E+06
    2.6142900000000001E+01    4.7420004371874597E+01    7.2845728260225129E-01    7.9025128781260829E+06
    2.8285699999999999E+01    5.1188090447677219E+01    1.3231321794378552E+00    7.8704920738598648E+06
    3.0428599999999999E+01    5.4962782679559886E+01    1.7486564479324864E+00    7.7422376948812641E+06
    3.2571399999999997E+01    5.8789604846373521E+01    2.2464329470193620E+00    7.5190355850037420E+06
    3.4714300000000001E+01    6.2572559528803694E+01    2.4902670376904665E+00    7.1961423497277508E+06
    3.6857100000000003E+01    6.6358991389187892E+01    2.6151815220201042E+00    6.7760599102609912E+06
    3.9000000000000000E+01    7.0148662141707277E+01    2.6815850119091551E+00    6.2538218850036338E+06
    4.1142899999999997E+01    7.4074078929192183E+01    3.4047396644633752E+00    5.6500512720834045E+06
    4.3285699999999999E+01    7.7863410612902356E+01    3.2884562410293907E+00    4.9349952147241374E+06
    4.5428600000000003E+01    8.1655280729649860E+01    3.1189167628437011E+00    4.1167354289807961E+06
    4.5930000000000000E+01    8.2542815988912210E+01    2.5195827607267418E+00    2.9894723792320876E+06
    4.6500000000000000E+01    8.3551912411753293E+01    1.0058849426018626E+00    5.7310967031328264E+03
